Nr_Proby;Algorytm;Struktura;Typ_Danych;Rozmiar;Pivot;Shell_Option;Czas_ms
41;QuickSort;Tablica;int;100000;Centre;NULL;20,492
42;QuickSort;Tablica;int;100000;Centre;NULL;18,6428
43;QuickSort;Tablica;int;100000;Centre;NULL;18,8685
44;QuickSort;Tablica;int;100000;Centre;NULL;19,0111
45;QuickSort;Tablica;int;100000;Centre;NULL;19,3478
46;QuickSort;Tablica;int;100000;Centre;NULL;19,4898
47;QuickSort;Tablica;int;100000;Centre;NULL;18,7144
48;QuickSort;Tablica;int;100000;Centre;NULL;21,0525
49;QuickSort;Tablica;int;100000;Centre;NULL;18,9976
50;QuickSort;Tablica;int;100000;Centre;NULL;19,6027

SREDNIA;;;;; ; ;19,3613
1;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;1,8778
2;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,0042
3;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,0601
4;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,893
5;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;1,814
6;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,5389
7;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;1,895
8;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,1735
9;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;1,9416
10;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,0579
11;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;1,9421
12;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,5562
13;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;1,9348
14;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,2227
15;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,0128
16;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,2548
17;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;1,9088
18;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,7073
19;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,0278
20;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,1689
21;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,1743
22;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;3,4019
23;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,7883
24;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;1,9629
25;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,1194
26;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,3335
27;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,5301
28;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,2906
29;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,5251
30;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;4,1399
31;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,5247
32;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,5901
33;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,5939
34;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,5048
35;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;3,3069
36;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;3,0426
37;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;3,1238
38;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,0881
39;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;1,9302
40;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,4234
41;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,7997
42;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,3745
43;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,537
44;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,6078
45;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,5974
46;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,8658
47;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;4,1349
48;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;2,6436
49;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;3,6006
50;QuickSort;Lista jednokierunkowa;int;10000;Centre;NULL;1,7827

SREDNIA;;;;; ; ;2,46661
1;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,7981
2;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,5112
3;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;6,4663
4;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,2241
5;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,8756
6;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;7,5724
7;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;6,1157
8;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,0524
9;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,157
10;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,3069
11;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,0851
12;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,025
13;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,0972
14;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,1048
15;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,2288
16;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,3429
17;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,1634
18;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,9238
19;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,2798
20;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,1075
21;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,1821
22;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;6,3862
23;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,9067
24;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,937
25;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,9617
26;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,7711
27;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;6,583
28;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,2298
29;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,1478
30;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,3244
31;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,213
32;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,8889
33;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;6,1054
34;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,2578
35;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,9857
36;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,9432
37;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;6,9509
38;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;8,1279
39;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;8,1328
40;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,056
41;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,208
42;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,9727
43;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,8226
44;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,1338
45;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,8698
46;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,5473
47;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,7636
48;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,2119
49;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;4,7052
50;QuickSort;Lista jednokierunkowa;int;25000;Centre;NULL;5,0447

SREDNIA;;;;; ; ;5,43618
1;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,987
2;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;13,7282
3;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,2451
4;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,8866
5;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;13,2858
6;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,2132
7;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,5379
8;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;10,4293
9;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;13,2649
10;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;10,6775
11;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,0273
12;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,8383
13;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,8827
14;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,9613
15;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,3772
16;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,4788
17;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,8499
18;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,035
19;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;13,191
20;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,1865
21;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,9014
22;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,8862
23;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,8421
24;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,7232
25;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,015
26;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,0493
27;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,2755
28;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,1178
29;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,4145
30;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,4933
31;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,732
32;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,3637
33;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,1751
34;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,9523
35;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,3184
36;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,1778
37;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;10,7114
38;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,241
39;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,0558
40;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,2189
41;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;10,7431
42;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;10,881
43;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,2038
44;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,1062
45;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,1059
46;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,0492
47;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,2808
48;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,6369
49;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;11,5672
50;QuickSort;Lista jednokierunkowa;int;50000;Centre;NULL;12,0591

SREDNIA;;;;; ; ;11,8076
1;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;27,1622
2;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,6246
3;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,7548
4;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,3056
5;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;29,0246
6;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;27,4067
7;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;30,0395
8;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,5847
9;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,5589
10;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,3917
11;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,7865
12;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,6174
13;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,9302
14;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,3107
15;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;27,4886
16;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;27,2518
17;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,1333
18;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,1027
19;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,6316
20;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,2453
21;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,1199
22;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;26,3399
23;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,5203
24;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,2
25;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,3119
26;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,1958
27;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,2055
28;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,387
29;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,3157
30;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,6022
31;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;30,1837
32;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,2641
33;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,3942
34;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;23,848
35;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,5433
36;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;23,7726
37;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,9319
38;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,788
39;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,6893
40;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,8671
41;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;25,2021
42;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;29,6221
43;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;23,7829
44;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;26,111
45;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;27,825
46;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;27,4978
47;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;26,6324
48;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;26,7062
49;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;27,7249
50;QuickSort;Lista jednokierunkowa;int;100000;Centre;NULL;24,6376

SREDNIA;;;;; ; ;25,8115
1;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,5649
2;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,2033
3;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,9229
4;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7904
5;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7339
6;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7699
7;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,0137
8;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7858
9;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,1748
10;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7726
11;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,0268
12;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;3,9956
13;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7977
14;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,1212
15;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,6469
16;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,9759
17;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7759
18;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,5505
19;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,6714
20;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,1897
21;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,6392
22;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7127
23;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,9696
24;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,084
25;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,8774
26;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,9682
27;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,8713
28;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,086
29;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,0063
30;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7687
31;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,3655
32;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,6406
33;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,6556
34;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,6885
35;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,0391
36;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,1094
37;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7461
38;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7205
39;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,9608
40;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7943
41;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,1911
42;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,5269
43;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,0728
44;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;3,7619
45;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;3,4127
46;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,9244
47;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;2,1809
48;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7705
49;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7793
50;QuickSort;Lista dwukierunkowa;int;10000;Centre;NULL;1,7639

SREDNIA;;;;; ; ;2,09144
1;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;6,2277
2;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,9214
3;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,9774
4;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,6432
5;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,6351
6;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,1366
7;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,8886
8;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,674
9;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,5386
10;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,5907
11;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,9348
12;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,5125
13;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,3676
14;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,9145
15;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,147
16;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;7,0259
17;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,6207
18;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,662
19;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,2563
20;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,9846
21;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,3778
22;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,0288
23;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,9155
24;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,955
25;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,5056
26;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,7774
27;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,3273
28;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,6448
29;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,4442
30;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,4097
31;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,6496
32;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,4165
33;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;6,1512
34;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,1342
35;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,5257
36;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,6074
37;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,6014
38;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,3585
39;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,8914
40;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;6,7689
41;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,3077
42;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,5394
43;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,7461
44;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,2376
45;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,2014
46;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,1228
47;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,3001
48;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,1625
49;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;4,5831
50;QuickSort;Lista dwukierunkowa;int;25000;Centre;NULL;5,1589

SREDNIA;;;;; ; ;5,03019
1;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,7933
2;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,8832
3;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,1387
4;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,1719
5;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,025
6;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,2837
7;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;16,6097
8;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;14,7186
9;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;14,2174
10;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;13,9943
11;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;12,9116
12;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;13,1193
13;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,1098
14;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;16,6728
15;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;13,4206
16;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;12,4013
17;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;13,6945
18;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;15,2768
19;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;16,2537
20;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;13,5501
21;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,5438
22;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,0382
23;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;9,3811
24;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;9,3648
25;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;33,5287
26;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;20,2864
27;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,7818
28;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,2058
29;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,8718
30;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,2544
31;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,2866
32;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;12,8915
33;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,0514
34;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,1142
35;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,9884
36;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,3486
37;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,094
38;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,1341
39;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,2068
40;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;13,075
41;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,0689
42;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;9,8914
43;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,2924
44;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,2119
45;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,4072
46;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,1979
47;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,3525
48;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;11,0975
49;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;10,7022
50;QuickSort;Lista dwukierunkowa;int;50000;Centre;NULL;9,9127

SREDNIA;;;;; ; ;12,3966
1;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;21,7218
2;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,1496
3;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;22,1771
4;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;23,5219
5;QuickSort;Lista dwukierunkowa;int;100000;Centre;NULL;23,1583
